Titre,Resume,Date,Url,Website,politique,géopolitique,sociologique,démographie,économie micro,économie macro,science,technologie,innovation,responsabilité,entreprise,Environnement,France,Europe,International,Monde,Industrie,Marque et enseigne,Services,Energie,Construction,Utilities,Mobilité
"Tempête Ciaran : comment la France a retenu les leçons, mais pas toutes, des catastrophes","La tempête Ciaran va frapper les côtes françaises à partir de mercredi soir, avec des vents pouvant atteindre 160 km/h sur le littoral breton. Météo-France a placé trois départements en vigilance orange ""vent"" et vingt autres en vigilance jaune. Des vagues de six à dix mètres sont également attendues. Cette tempête rappelle les leçons des catastrophes passées, mais certaines mesures de prévention restent à prendre.",2023-11-01,https://www.lexpress.fr/societe/tempete-ciaran-comment-la-france-a-retenu-les-lecons-mais-pas-toutes-des-catastrophes-JUFIGJU7RBHPJHHCZPA3Z6ULFU/,Express,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Le théâtre de Léon Blum,"Léon Blum, figure politique française du XXe siècle, était également un critique dramatique influent de la Belle Époque. Dans son livre, ""Le théâtre de Léon Blum"", Milo Lévy-Bruhl dévoile trente critiques écrites par Blum, mettant en lumière son engagement politique et sa vision de la société française. Le livre contient également les deux premiers actes d'une pièce de théâtre inachevée de Blum. Une plongée captivante dans l'histoire et la pensée de cet homme d'État. (79 mots)",2023-11-03,https://www.jean-jaures.org/publication/le-theatre-de-leon-blum/,Jean Jaures,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Paris à pied pour une ville à taille humaine,"La Ville de Paris met en place des initiatives pour favoriser la marche dans la capitale. Malgré la domination de la voiture, Paris possède tous les atouts pour promouvoir la marche, qui est un moyen de déplacement vertueux sur le plan de la santé et de l'environnement. La piétonisation des berges de Seine et la limitation de vitesse à 30 km/h sont quelques-unes des mesures prises pour rééquilibrer l'espace public en faveur des piétons. La Ville souhaite ainsi créer des espaces de vie plutôt que des espaces dominés par la voiture individuelle.",2023-11-03,https://www.jean-jaures.org/publication/paris-a-pied-pour-une-ville-a-taille-humaine/,Jean Jaures,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui
"La pollution lumineuse désormais sanctionnée à la manière des excès de vitesse, promet l'exécutif","Le gouvernement français a annoncé que la pollution lumineuse sera désormais sanctionnée de manière plus rapide et systématique, similaire aux excès de vitesse. Un décret publié ce dimanche impose l'extinction des publicités lumineuses entre 01h00 et 06h00 pour économiser l'électricité et réduire la pollution lumineuse. Les contrevenants seront désormais verbalisés immédiatement, avec une contravention de 1 500 euros pour non-respect de cette obligation. Les agents municipaux seront habilités à dresser ces contraventions. Une consultation est également en cours pour étendre cette mesure aux commerces et entreprises.",2023-11-05,https://www.huffingtonpost.fr/environnement/article/la-pollution-lumineuse-desormais-sanctionnee-a-la-maniere-des-exces-de-vitesse-promet-l-executif_225328.html,Huffingtonpost,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
"Record météo : la barre des 35 degrés dépassée au mois de novembre sur le continent européen, une première","Un record météorologique a été battu en Europe ce mois de novembre, avec une température dépassant les 35 degrés en Crète. Jamais une telle chaleur n'avait été enregistrée en novembre sur le continent européen. Cette nouvelle marque s'ajoute aux nombreux records de températures de l'année 2023, témoignant du dérèglement climatique. Alors que l'Europe se réchauffe deux fois plus vite que le reste du monde, les tempêtes Ciaran et Domingos ont fait chuter les températures en France, mais l'air chaud persiste dans l'est du bassin méditerranéen.",2023-11-04,https://www.huffingtonpost.fr/environnement/article/record-meteo-la-barre-des-35-degres-depassee-au-mois-de-novembre-sur-le-continent-europeen-une-premiere_225325.html,Huffingtonpost,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non
"Tempête Ciaran : Domingos, ces agriculteurs épuisés par les événements météo à répétition","La tempête Ciaran a causé d'importants dégâts aux exploitations agricoles de l'ouest de la France, déjà affaiblies par une sécheresse record cet été. Les serres des maraîchers ont été détruites, les cultures de légumes ont été endommagées et les éleveurs ont souffert des coupures d'eau et d'électricité. Les agriculteurs s'appuient sur l'entraide entre voisins en attendant l'aide financière du gouvernement. Les services de l'État vont enclencher les procédures de reconnaissance en calamités agricoles et d'indemnité de solidarité nationale pour compenser les pertes.",2023-11-05,https://www.huffingtonpost.fr/environnement/article/tempete-ciaran-domingos-ces-agriculteurs-epuises-par-les-evenements-meteo-a-repetition_225324.html,Huffingtonpost,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non
Tempête Ciaran dans le Pas-de-Calais : plusieurs communes inondées par le passage de la tempête,"La tempête Ciaran a provoqué d'importantes inondations dans le Pas-de-Calais, où quatre rivières sont sorties de leur lit. Plusieurs communes ont été touchées, entraînant l'évacuation de 79 personnes. Des habitations ont été envahies par les eaux et certaines routes sont impraticables. Les dégâts sont conséquents et les habitants s'attellent à nettoyer les dégâts. Le département reste en vigilance orange en raison des risques de nouvelles précipitations. Une autre perturbation, Domingos, est également attendue.",2023-11-03,https://www.huffingtonpost.fr/environnement/article/tempete-ciaran-dans-le-pas-de-calais-plusieurs-communes-inondees-par-le-passage-de-la-tempete_225270.html,Huffingtonpost,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non
Des millions de soignants réclament la fin des énergies fossiles dans une lettre à Sultan Al Jaber,"Plus de 46 millions de professionnels de santé ont écrit une lettre au président de la COP28, Sultan Al-Jaber, pour demander la fin des énergies fossiles. Ils soulignent les dangers de ces énergies pour la santé humaine et appellent à une accélération de leur suppression. Les professionnels de santé mettent en avant les conséquences de la pollution et du changement climatique sur la santé, ainsi que les risques liés aux catastrophes naturelles et à l'émergence de nouveaux virus. Ils recommandent également d'exclure les représentants de l'industrie des énergies fossiles de la COP28.",2023-11-01,https://www.huffingtonpost.fr/environnement/article/cop28-des-millions-de-soignants-reclament-la-fin-des-energies-fossile-dans-une-lettre-a-sultan-al-jaber_225189.html,Huffingtonpost,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non
"Tempête Ciaran : le Finistère, les Côtes d'Armor et la Manche placés en vigilance rouge, voici ce que ça implique","Le Finistère, les Côtes-d’Armor et la Manche sont placés en vigilance rouge en raison de la tempête Ciaran. Des vents violents, atteignant parfois les 150 à 170 km/h, sont attendus sur la façade ouest. Météo France recommande aux habitants de rester chez eux, de fermer portes, fenêtres et volets, et de ne pas utiliser leur voiture. Des coupures d'électricité et de téléphone sont également possibles, ainsi que des perturbations dans les transports. Une submersion est prévue lors de la marée haute.",2023-11-01,https://www.huffingtonpost.fr/environnement/article/tempete-ciaran-le-finistere-les-cotes-d-armor-et-la-manche-places-en-vigilance-rouge-voici-ce-que-ca-implique_225161.html,Huffingtonpost,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
Les habitudes qui tuent la batterie de votre smartphone,"Les smartphones consomment beaucoup d'énergie, et une mauvaise habitude peut nuire à la durée de vie de la batterie. Beaucoup d'entre nous rechargent leur téléphone la nuit, mais cela peut être une grave erreur. Les spécialistes recommandent de maintenir la batterie entre 30 et 80% de charge pour optimiser sa durée de vie. Il est préférable de recharger rapidement le téléphone le matin plutôt que de le laisser se charger toute la nuit.",2023-11-05,https://www.journaldunet.com/management/vie-personnelle/1524687-habitude-batterie/,Journaldunet,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Séduire : les clés pour réussir,"Une étude américaine révèle que l'âge idéal pour être séduisant diffère selon le sexe. Pour les femmes, le pic d'attractivité se situe à 18 ans, tandis que chez les hommes, il est atteint à 50 ans. Les chercheurs ont mesuré l'attractivité en se basant sur le nombre de messages reçus sur les sites de rencontre. Ils ont également constaté que les diplômes jouent un rôle important dans l'attrait des hommes, tandis que pour les femmes, les utilisatrices avec une licence sont les plus appréciées.",2023-11-04,https://www.journaldunet.com/patrimoine/art-de-vivre/1524927-seduire/,Journaldunet,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Mutuelles,"1,5 million d'épargnants risquent de perdre toutes leurs économies placées dans leur assurance-vie ou leur PER. En effet, ces épargnants ont souscrit un contrat auprès de mutuelles qui ne bénéficient pas de la garantie de 70 000 euros offerte par les fonds de garantie des banques et des assureurs. Bien que le cadre juridique d'un fonds de garantie dédié aux mutuelles existe depuis 2013, ce dernier n'est toujours pas opérationnel. Les épargnants sont donc exposés à un risque important.",2023-11-03,https://www.journaldunet.com/patrimoine/finances-personnelles/1522715-mutuelles/,Journaldunet,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Livret d'épargne,"""Une règle méconnue permettrait à 8 Français sur 10 d'augmenter leurs gains sur leurs livrets d'épargne, détenus par 81% de la population française. Cette astuce, applicable à tous les types de livrets d'épargne, consiste à effectuer des virements à des dates précises pour optimiser le calcul des intérêts. Malheureusement, peu de Français utilisent cette technique qui pourrait pourtant améliorer considérablement le rendement de leur épargne. Une information à partager pour maximiser ses gains."" (79 mots)",2023-11-03,https://www.journaldunet.com/patrimoine/finances-personnelles/1525969-livret-epargne/,Journaldunet,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Musk,"Elon Musk a décidé de s'installer dans les Alpes italiennes et de faire construire une maison en métal d'une valeur de plusieurs dizaines de millions d'euros. Le chalet, conçu par le cabinet d'architecture BlueArch, s'élève sur cinq étages et offre une surface de 800 m2 répartis entre 15 chambres et 15 salles de bains. La façade, faite d'une coque métallique, reflète les rayons du soleil et les équipements du chalet peuvent être contrôlés via un smartphone. Le projet est en cours de discussion.",2023-11-03,https://www.journaldunet.com/economie/immobilier/1525959-musk/,Journaldunet,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui
Travaux,"Selon un expert immobilier, il est possible de réaliser des travaux d'une valeur de 50 000 euros gratuitement. En raison de la baisse des ventes de logements et de la crise du secteur immobilier, les constructeurs de lotissements sont prêts à faire des concessions. Plutôt que de baisser le prix de vente, ils proposent des travaux gratuits en supplément. Certains acheteurs ont ainsi pu bénéficier de cuisines haut de gamme ou de matériaux de qualité pour les murs, les portes et les escaliers.",2023-11-02,https://www.journaldunet.com/economie/immobilier/1525813-travaux/,Journaldunet,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non
Chute de l'immobilier,"Les prix de l'immobilier chutent en France, avec environ 3 départements sur 4 touchés par cette baisse. Les taux d'intérêt plus élevés sur les prêts immobiliers et l'inflation ont réduit le pouvoir d'achat des ménages, ce qui a entraîné une diminution des ventes de logements. Les prix ont baissé de 5% à 8% dans les grandes villes comme Paris, mais certaines régions, comme la Corse et la région PACA, résistent à cette tendance et connaissent même une augmentation des prix.",2023-11-02,https://www.journaldunet.com/economie/immobilier/1525901-chute-immobilier/,Journaldunet,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Réglage,"Un réglage simple sur votre téléphone Android peut vous aider à retrouver votre appareil en cas de perte. En activant la fonction de retrouvaille de téléphone de Google, vous pourrez localiser précisément votre téléphone, tant qu'il est connecté à Internet. Il vous suffit d'activer la localisation dans les réglages de votre téléphone, d'ajouter votre compte Google et d'activer la fonction ""Trouver mon appareil"". Cette méthode rapide et accessible à tous vous permettra de retrouver votre téléphone en un rien de temps.",2023-11-01,https://www.journaldunet.com/management/vie-personnelle/1525159-reglage/,Journaldunet,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui
